uuid,merged_human_frames
7b87b308-073d-4b94-a43b-0cda7673c5aa,"['cultural identity', 'crime and punishment', 'health and safety', 'quality of life']"
7c211790-f4a0-453e-a738-d5f87acc83a5,['none']
7cbf0740-24c1-4884-b9e7-3fc5cede4082,"['cultural identity', 'legality_constitutionality_jurisprudence', 'security and defense', 'fairness and equality', 'quality of life', 'capacity and resources', 'public opinion', 'crime and punishment', 'political', 'health and safety', 'morality']"
7cceb62e-3484-464b-b1e7-6f8c92a203d4,"['crime and punishment', 'political']"
7d3f69c9-c394-49c3-844f-36c93221a1b8,['cultural identity']
7d557e18-5e28-41d7-b090-1039d13bf37c,['none']
7da2f497-8838-402d-865d-ffd69cdac90f,"['economic', 'security and defense', 'quality of life', 'public opinion', 'crime and punishment']"
7db24bca-c144-4f9b-905f-170726e1b6fb,"['crime and punishment', 'cultural identity']"
7e67bf96-336a-4dfd-8282-40ad3e65f394,['crime and punishment']
7e843842-c734-467c-a6bb-89d784ce85ff,"['security and defense', 'capacity and resources', 'none', 'economic']"
7ef6cba0-54ae-43a2-bc99-a585d7d1150c,"['capacity and resources', 'none', 'quality of life']"
7f0e120d-9a41-4aed-91b3-4811860f295a,"['economic', 'health and safety', 'none', 'quality of life']"
7f1923aa-f741-4937-96e7-b03cda3a3ec7,"['economic', 'none', 'quality of life']"
7f2c959d-fbeb-45e5-a0f7-3626b760694e,"['capacity and resources', 'none']"
7fa397b8-2d76-48cc-b01d-5d49b3d6321a,"['cultural identity', 'political', 'quality of life']"
7fefe077-6f25-4468-8628-a9935332d64f,"['cultural identity', 'none']"
804da966-3587-4c53-9525-9f739cbef8c1,['none']
8157bbce-2c03-431d-8825-11a81730cc70,"['crime and punishment', 'security and defense', 'health and safety', 'quality of life']"
8157df79-7491-49bd-b027-a548ac791cf8,['none']
81ad31ea-4560-4d6d-8046-6012a2e3f764,['none']
81d02e5d-c931-4fb4-af61-275801a60c6f,"['cultural identity', 'legality_constitutionality_jurisprudence', 'fairness and equality', 'public opinion', 'policy prescription and evaluation']"
81f0427b-5216-4d72-84ce-5db86f02ae28,"['public opinion', 'none']"
8230cc1e-62ee-4ccc-a765-067db4eb1888,"['policy prescription and evaluation', 'political', 'quality of life', 'external regulation and reputation']"
82488002-d4fc-4500-9f95-a4915680138c,"['political', 'security and defense']"
837b938c-efcf-4378-87a4-24c7773149a6,"['health and safety', 'none']"
83cbe3cb-48b8-4f7d-83df-1e9681d93fc9,"['public opinion', 'fairness and equality']"
841b0f2b-eb75-41e4-a483-98340d27db13,"['none', 'quality of life']"
842c435b-7ee4-4932-837e-2b6e07a4a199,"['crime and punishment', 'security and defense', 'public opinion']"
84d4f2cf-5c97-4191-81f4-cbe926e16a18,"['political', 'none']"
859f118b-15be-4217-bab8-8c03a6da6c10,"['health and safety', 'capacity and resources', 'none']"
86427e7b-fef5-49a9-8ed5-7818341e2178,['health and safety']
86ed2d0a-d48a-407b-b1f1-8c0a31d89c8d,"['public opinion', 'quality of life']"
87d575f0-d6a2-4ec9-bb0d-acaeda8ea8b8,"['public opinion', 'health and safety', 'none', 'quality of life']"
892a29d0-0f7b-47d1-acc7-00d1181e12e6,['cultural identity']
8946c6c5-020f-48af-baa4-5bd29aa15d1f,['none']
8971aa3e-978a-4efb-b35e-aedf23fd0800,"['economic', 'none', 'quality of life']"
89c4fb5e-bb10-4200-be93-bd87a0c089f9,['none']
8a1bc3c6-f069-4dc9-9bb3-dba301c61bd6,"['economic', 'capacity and resources']"
8a5be95e-0f5f-482d-8311-5b2bb56ddbea,['health and safety']
8aaf9309-b194-4e07-9a4b-be4516807674,"['capacity and resources', 'none', 'quality of life']"
8aec485c-7387-4e83-88dc-efb5fb856298,"['security and defense', 'legality_constitutionality_jurisprudence']"
8b6ef429-e84d-4bd0-8cc3-ca3fc5f91032,"['cultural identity', 'legality_constitutionality_jurisprudence', 'fairness and equality', 'none', 'quality of life', 'public opinion', 'policy prescription and evaluation', 'political']"
8b71a01b-6c5a-4a0c-a369-8c6aa33eeeca,['none']
8c2e0038-0dc5-440a-af63-7c9fc7d66c73,"['cultural identity', 'none']"
8c551a14-30b3-40cf-a4f9-f5262280779a,['none']
8c59f3c5-7f2b-467a-8a2e-c61c31908a29,"['none', 'quality of life']"
8c6c04b0-f1f3-464d-951c-cb5bf666ad73,"['security and defense', 'legality_constitutionality_jurisprudence', 'none', 'quality of life', 'crime and punishment', 'political', 'health and safety']"
8cb69274-0dcc-4c28-95a0-60bee1ccdeff,"['political', 'public opinion']"
8ccdb40c-a6d3-4d59-8cc6-50fbaabf2fdc,"['legality_constitutionality_jurisprudence', 'fairness and equality', 'public opinion', 'external regulation and reputation', 'political']"
8ce7b10a-2386-4d29-a840-023eecf836e3,"['crime and punishment', 'security and defense']"
8d805300-3e96-4b2a-91a6-a84a1647abca,['political']
8de2836b-4eb4-4789-b613-a8c552b33f05,"['crime and punishment', 'health and safety']"
8dffb7b2-93c6-471e-bed1-a6e2901f7e1d,['none']
8e4b7aa3-6d0e-4d12-9ea4-2fa9376ee580,"['health and safety', 'none']"
8e623964-3195-42b9-9c53-90d5c4175463,"['crime and punishment', 'security and defense', 'health and safety']"
8ee40841-546e-40f6-bc0e-13fa746971c7,['none']
8f073447-4efc-4e2c-a055-c7b887e2375c,['political']
8f49241e-a197-4465-bc17-d0e6583a09c8,['none']
8f5192f7-d6c9-47f5-b53e-031013e60dc9,"['economic', 'capacity and resources']"
8fd8f124-ecb4-47e5-8b58-47a3ced3a2f3,"['none', 'quality of life']"
8ff32ecd-71dd-404b-87cc-2905748864c5,['political']
8ff3d1eb-6b34-4f5b-9c43-cec9d48b806d,"['security and defense', 'economic', 'quality of life', 'capacity and resources', 'crime and punishment', 'political', 'health and safety']"
9070ec19-1580-4ff9-85b8-446243e1e22b,"['crime and punishment', 'health and safety']"
90e684df-9a83-41a2-b5cd-4c0ffe58f903,['political']
912e5294-644a-4716-8392-d116f2a53f4f,"['cultural identity', 'political']"
916b633a-05cc-4501-a049-f2213db250f1,['cultural identity']
91c7f389-c67d-4bb0-9a19-afccbea78477,"['cultural identity', 'morality']"
9233818f-0e05-40bd-b56b-da7cce60fb35,['public opinion']
92c6ea8f-7dbc-4f6a-91b1-9cd532e27c42,"['health and safety', 'capacity and resources', 'none', 'quality of life']"
931fe0c6-2b05-47e4-a65f-f89f2fc3e673,['quality of life']
9325dd45-6c5d-4118-9b30-45e346870095,['political']
9372900b-b33c-4f34-aec0-9c3a7e473f3e,['none']
93e08769-4a20-427b-acb1-4cc0de12eadf,"['cultural identity', 'economic', 'quality of life', 'public opinion', 'crime and punishment']"
94777ded-df33-4f3e-9350-3553caf1660b,"['political', 'none']"
947e6162-c503-45e7-86cf-c51d1456648f,"['cultural identity', 'security and defense', 'legality_constitutionality_jurisprudence', 'economic', 'fairness and equality', 'crime and punishment', 'quality of life', 'capacity and resources', 'public opinion', 'external regulation and reputation', 'policy prescription and evaluation', 'political', 'health and safety', 'morality']"
947e9be7-4e2e-408a-8ae8-36a345d6683c,['none']
9520f820-f18e-43d6-81bf-0184554aacab,"['economic', 'none']"
9569cfea-28e3-48d5-91ea-10aa1d15aaf7,"['health and safety', 'capacity and resources', 'none']"
9666d7b0-409e-4dc6-a73f-80aed9080a34,"['policy prescription and evaluation', 'political', 'legality_constitutionality_jurisprudence', 'fairness and equality']"
967a5781-6485-4130-9842-6c7cd30b713a,"['security and defense', 'none', 'quality of life', 'capacity and resources', 'health and safety']"
96dbc3c7-87e3-4443-ae5e-fbec12a2617d,"['cultural identity', 'none']"
970dc240-4efc-49f0-8532-70bf71e9f90e,['none']
9762c4ee-8ba6-4d2a-985e-199b8856567f,"['political', 'public opinion', 'quality of life']"
97d89769-1677-49e7-9ff9-a55d9b1b1afb,"['cultural identity', 'quality of life']"
9887a8a0-ca40-4215-808a-4dbd7dc1bb8c,['none']
98bda026-30e4-4dee-b1e6-8a8686cbb664,"['none', 'quality of life']"
99059232-da52-4ccc-a76f-f7572a57e01d,['none']
99a16255-a74e-4195-9713-5000366a3b8e,"['health and safety', 'capacity and resources', 'none', 'quality of life']"
99b356bc-1b22-462c-8962-35194368f007,"['crime and punishment', 'political', 'security and defense']"
9a735c8d-283e-4346-8bb0-f5f474a47d50,['none']
9a8cf2d8-2fbc-4c34-ace3-70cf864667f6,['crime and punishment']
9a8e39fe-a62b-4c62-b3fc-2c57a3a18b58,"['economic', 'none']"
9a9d6679-4dfc-4c48-b437-603f3631c202,['quality of life']
9b3287e6-caf4-450a-acba-2699bbf1f59f,['none']
9b86f45a-71d1-4775-ac99-e9c65b3607ab,['none']
9b966da2-8779-4bbb-8687-b10f8df6110b,"['crime and punishment', 'security and defense', 'health and safety']"
9b9f0339-5824-47b9-9ad7-bc46dcd1f273,"['cultural identity', 'political', 'public opinion']"
9c5fe5d5-f7a1-47c9-8baf-a46167d5a6b7,"['political', 'none']"
9cd219b6-f20e-4681-96f8-53cca9e60a64,"['public opinion', 'none']"
9de8c80f-f891-4f98-a2a8-e6e93ab92d7a,['none']
9e16236b-4913-4f6b-8eaa-be8f8a2c227c,"['economic', 'capacity and resources']"
9e1bf72c-cafa-4a6c-aeb4-61ad06d16f8e,"['cultural identity', 'none', 'quality of life']"
9e2ad951-9847-4150-b907-029d0909d48f,"['none', 'quality of life']"
9e3fdc2b-abf0-4268-bd8d-f0e4945a5640,"['health and safety', 'quality of life']"
9e4e312d-357d-4733-91d2-be9b1b0edba1,"['crime and punishment', 'security and defense', 'health and safety']"
9ebcfe80-a40c-44b2-9e4f-726b37f24e5d,"['security and defense', 'economic', 'none', 'quality of life', 'capacity and resources', 'political', 'health and safety']"
9edaa4ee-9af8-4d27-b680-056eb9c456c9,['political']
9f1c7753-d6e8-4ada-9609-8ccb627178b9,"['political', 'none']"
9fff29f3-6637-4cad-a3c2-f24d57d8a88b,['political']
a00c103b-d8d9-4167-8244-8e73695b3dff,"['health and safety', 'quality of life']"
a083d8d8-9e66-4ce2-897a-ad76d8351c30,"['health and safety', 'capacity and resources', 'none']"
a08e255c-69b7-406f-a4dc-1f936c2d7ee7,['political']
a0e4cb97-f4ac-4601-9261-97cf2209ed4b,"['cultural identity', 'none', 'quality of life']"
a0f22bde-fd7e-4aa4-9246-faf5ff42164e,"['capacity and resources', 'none', 'quality of life']"
a164d09b-55a3-42d4-89ee-a3087fcb0c40,"['political', 'health and safety']"
a21588f9-279c-4f9c-ae39-f832198a5990,"['crime and punishment', 'security and defense']"
a3156950-2290-4d5f-bf75-ddaa14ce578c,"['political', 'none']"
a32e9854-4710-483f-8dfb-e0077567e08a,['none']
a34661d2-9215-4e02-8c25-1ec95c73cb62,['political']
a3838535-c3ba-4350-b8d6-26fa0f5ff4d5,['external regulation and reputation']
a3df7f93-24c8-4f53-a443-07c02a51bb6f,['quality of life']
a40070df-03fc-475e-8610-1f9695af166e,"['cultural identity', 'none']"
a52faf9b-33b0-4901-8301-e298e4037195,['none']
a57ec15f-b030-47e0-943e-267310724960,['cultural identity']
a6160e25-c2b5-48aa-859a-2cb11f8584fd,['none']
a71df71d-947c-43d8-b283-be74c0d6ac83,['security and defense']
a773ba4f-7001-4ea7-83cb-003d2825588e,"['public opinion', 'none']"
a80f89bd-d6f5-45d7-8d1c-c332d1298b6f,"['political', 'public opinion', 'morality']"
a81eceab-8844-4aa8-9158-1ae514cbb371,"['capacity and resources', 'quality of life']"
a91c4aff-0469-4061-9050-167596d26656,"['health and safety', 'capacity and resources', 'none']"
a944bc7b-d576-4916-af09-282f9d992bd9,['none']
aa7c9d3b-9662-4203-bfec-fd5599df2f45,['none']
aa923877-8ddc-44f8-9b8b-e1756a72add3,"['political', 'health and safety']"
ab36e8c8-6312-4bfc-a197-ebf263762132,['quality of life']
ab77419f-4ba2-487f-adf1-259b9a2e6956,['fairness and equality']
ab896eda-ce64-4e0d-a17c-8fbfd796efd8,['crime and punishment']
abe8f88d-a282-4f5e-aaa8-4d46f49a02e9,"['policy prescription and evaluation', 'fairness and equality']"
ace252fa-ffd8-47ed-9ad5-c9c12b7534fc,"['cultural identity', 'none']"
ad33cff0-950e-4680-a28d-41ff8419157d,"['crime and punishment', 'political', 'health and safety', 'none']"
ad3f4ad4-699c-4e7d-ba59-427abe69b64d,"['policy prescription and evaluation', 'public opinion', 'capacity and resources']"
ad4bf9b8-41a9-4f4c-b55e-621069050579,"['cultural identity', 'economic']"
ad8125cb-d3c9-4eef-aebe-09c04fc130c3,['health and safety']
ae00ef51-3dad-4155-bc33-edd1d9f83c6d,"['public opinion', 'none']"
ae3e4dad-f812-4b7b-8dca-3f8691dc890f,"['economic', 'capacity and resources', 'none']"
ae91c812-6ef0-47ff-870c-760772dab1ca,"['none', 'quality of life']"
aeb6f224-a118-491c-8e3a-28502833d3f5,"['health and safety', 'none']"
aee7b67d-0b46-46eb-ac2e-690dbe0b4671,['none']
af6ab369-a1a2-4463-bcf7-21449b64c9ef,"['political', 'none']"
affdd391-961d-45ab-846a-221ab7419daf,"['economic', 'none']"
b0414abb-9df4-4f04-93b9-0880efda7e24,"['cultural identity', 'none']"
b05d63c4-792a-47dd-9021-2f2914586a4c,"['cultural identity', 'quality of life']"
b09775b4-2c21-47c9-80d5-aec68fa16eaa,"['none', 'quality of life']"
b1122f6e-f238-4758-8754-254ea0a40d5c,"['health and safety', 'none']"
b2014ba8-4e06-40d5-b66e-8fb84f025a05,"['political', 'none']"
b2159871-7bc6-47a0-994c-086b9eaaaab9,"['public opinion', 'none', 'quality of life']"
b2175acd-8805-4476-8c7e-33cf9c79ecab,"['public opinion', 'none']"
b297618d-a412-434e-91c0-eb7710f7abba,"['none', 'quality of life']"
b368edbb-d3a9-4516-bc38-2f8df954d3c4,"['security and defense', 'health and safety', 'none']"
b36b8d53-46c5-43e6-8836-647080f7c97c,"['security and defense', 'quality of life', 'public opinion', 'crime and punishment', 'health and safety']"
b3e24c7e-2d65-48d8-9ef7-10bc61b64053,"['public opinion', 'none']"
b400b2ec-3350-4615-a370-b2f10c60163a,"['economic', 'quality of life']"
b41c5431-6aa8-4802-a334-495f312c5828,"['health and safety', 'capacity and resources', 'none']"
b46c3169-20c4-4fb0-a890-07e6cd46081b,"['cultural identity', 'policy prescription and evaluation', 'none', 'fairness and equality']"
b48cb611-1642-4482-860c-df96c702539d,"['economic', 'none', 'quality of life']"
b4fd602a-2eb3-4120-a8f9-8df8acf35b6e,['crime and punishment']
b50153dc-8874-40e3-a9b9-4e4ad0e31aad,['political']
b50cad2e-559c-4485-85fa-af931ca08ebb,"['economic', 'none']"
b52f3a5e-32c0-4c9d-b874-e5a19c81dad5,"['cultural identity', 'quality of life', 'capacity and resources', 'public opinion', 'external regulation and reputation']"
b531f23c-975d-4606-98ee-bd23ef77e532,"['crime and punishment', 'security and defense', 'health and safety']"
b5925d46-aa1d-4f2f-8003-eb96320d641b,['security and defense']
b62dbcf9-e789-42ec-b2c6-8e39ce1cc011,"['health and safety', 'none']"
b63ec89f-3b2b-477b-ae6c-beaff1f22e0f,['health and safety']
b65ecbd0-6c7e-4ee6-919f-85713a14e62b,"['health and safety', 'none', 'quality of life']"
b6701c40-6a13-4e47-a277-b2b4c28cb02b,"['crime and punishment', 'health and safety']"
b68eb6b3-2283-4517-9ed5-f7cd2eb92d80,"['cultural identity', 'legality_constitutionality_jurisprudence', 'economic', 'fairness and equality', 'none', 'quality of life', 'public opinion', 'external regulation and reputation', 'policy prescription and evaluation', 'political', 'morality']"
b71818c3-1820-4342-9e16-a21184266c8f,"['cultural identity', 'economic', 'none', 'quality of life']"
b729d19b-ac87-4538-b81a-fed03e286c8a,['none']
b768ff84-0b23-46b0-b21d-a772461c29e1,"['crime and punishment', 'none']"
b86a043e-55ac-4ed6-a32b-43de728e7bf1,['none']
b8ed547b-755a-43d8-99eb-318a784dc36b,['none']
b9832014-3688-491b-ac36-3707b076f4a9,['economic']
b9bc03c9-c711-47d4-8c1a-89189edd3322,['health and safety']
b9db57f5-0356-4330-ae6e-a39448c6bcff,"['economic', 'capacity and resources', 'none', 'security and defense']"
ba32d62d-acbc-49d2-8293-6565f307ede8,['crime and punishment']
ba606001-3f46-42b2-975a-117f84f53511,['health and safety']
bac2362d-74be-476b-b3b9-d30ff660304d,"['health and safety', 'capacity and resources', 'none', 'quality of life']"
bafa0a89-51c9-4f3e-83f7-16746610491a,"['security and defense', 'crime and punishment', 'none', 'quality of life', 'capacity and resources', 'policy prescription and evaluation', 'health and safety']"
bb25cc63-1eb1-49ed-8c9f-08d489befd3c,['none']
bb2c0e55-ef5b-48cd-ad4c-6208b7f7b687,"['cultural identity', 'none', 'quality of life', 'public opinion', 'policy prescription and evaluation', 'political']"
bb5d7c5d-e837-42bf-8dc6-4dac1071315f,"['cultural identity', 'security and defense', 'legality_constitutionality_jurisprudence', 'economic', 'fairness and equality', 'crime and punishment', 'quality of life', 'capacity and resources', 'public opinion', 'external regulation and reputation', 'policy prescription and evaluation', 'political', 'health and safety', 'morality']"
bb63f0d0-4a7d-48bb-923c-e2cb40b73947,"['cultural identity', 'none']"
bb79d573-4490-46bb-a511-69d24961709f,['public opinion']
bbeb7a5c-e085-4a95-8016-cec8791c6281,['none']
bc9d7f45-70b3-4a25-90bc-85b7c24fd014,"['economic', 'none']"
bd42efac-1d61-41cf-94be-daea7a95df16,"['economic', 'capacity and resources', 'none', 'quality of life']"
bd7d4137-9ba1-444d-a6e1-cbf4853cd5d1,['security and defense']
bd8d8787-ebfb-42a5-8da4-5595744076d3,"['economic', 'health and safety', 'none', 'quality of life']"
bd95483c-2c0e-4306-8bf8-4ed68f845d15,"['public opinion', 'fairness and equality']"
be591623-b726-4263-a949-8408bf7997f6,"['capacity and resources', 'none']"
bf8c0229-777d-428d-bb7b-6ee97473c6ff,"['health and safety', 'capacity and resources', 'none']"
bfdababd-5e05-4426-9604-4a9abe0b707f,"['economic', 'none']"
c0ba7141-6d5e-4f6a-8572-0f87a512b03e,['public opinion']
c0c07295-e43f-4480-8645-9812d4428a15,"['political', 'public opinion']"
c0c92fd4-f54c-4c3c-b764-dcb380fc4712,"['cultural identity', 'security and defense', 'economic', 'none', 'quality of life', 'capacity and resources']"
c0ecb539-301d-4666-b3cc-ccd2651c62ab,['crime and punishment']
c1a42d3c-b75d-44a0-9fd0-7c8ec3b9824a,['none']
c1db0246-a432-4c0a-8912-a8f8e5ddd660,"['public opinion', 'political', 'capacity and resources']"
c2c74f16-f034-4e96-bbcc-0781e1f1ce93,"['political', 'external regulation and reputation']"
c35e6fb7-3988-4308-802d-7d669036e6e7,['none']
c36e59e4-7638-4208-a6b3-9b107323cac4,"['health and safety', 'quality of life', 'fairness and equality']"
c378f599-9e25-443c-8c92-7d1bd4234d15,['cultural identity']
c3a7cd2e-6bed-4fc4-8adf-0a1d36874931,"['economic', 'capacity and resources', 'none', 'quality of life']"
c4064fa1-9ef5-4af0-88ec-929ee6e96005,"['health and safety', 'quality of life']"
c4446c05-23f9-4262-8f7a-2fe960d36de1,"['political', 'none']"
c4c892ef-4c9c-44fe-b2be-c9bd26f54c92,"['crime and punishment', 'health and safety', 'none']"
c542c133-e3a1-456a-b2bf-1a437880000a,"['health and safety', 'quality of life']"
c5c4031f-3ec3-47a8-9965-0719a4ebe220,['none']
c73748fb-0088-42b8-ad3b-42e4b7fb872c,['health and safety']
c7adc302-6357-4641-96d0-2ab3b0710bc7,"['cultural identity', 'public opinion', 'fairness and equality']"
c7fda8d2-384f-4837-9be2-4ddd9b14fb49,"['cultural identity', 'economic', 'security and defense', 'legality_constitutionality_jurisprudence', 'quality of life', 'policy prescription and evaluation']"
c80eeed4-e9e6-45e1-9770-8807420d1bbe,['health and safety']
c82e94fa-14e1-4f33-8bd7-152e52a2cc20,"['health and safety', 'capacity and resources', 'none']"
c866aedf-73c7-463a-9eb7-2b79237eacbf,['none']
c8a07b3c-af29-4c46-ba85-c84b2159d8db,"['economic', 'none']"
c8b4ce46-a62c-4518-bb5f-f1f198c4554e,"['economic', 'none']"
c8c269f4-8c19-4e25-9ca1-917a0201ac7a,"['cultural identity', 'legality_constitutionality_jurisprudence', 'public opinion', 'policy prescription and evaluation', 'political']"
c91146ea-350f-4d5a-9044-6728e5ad4c4f,"['economic', 'none', 'quality of life']"
c97a840e-a6cf-40bc-abb0-8a222f380e42,['health and safety']
c9d7bb44-02bd-4723-9789-e9bb501e633b,"['cultural identity', 'none']"
ca2e6983-cc55-45ea-b737-1468e76a930f,['none']
ca7f2125-0925-4822-ba41-0aa4717d58eb,"['health and safety', 'none']"
ca920055-8ae3-40b1-812a-0179da437709,"['security and defense', 'economic', 'none', 'quality of life', 'capacity and resources', 'health and safety']"
cb302861-6cbc-4396-822e-9baee3c35ee6,['quality of life']
cc035b4c-f224-43b8-b895-5444a310b817,['political']
cc077d15-75fd-4a82-a3f7-c1d729940a2a,"['economic', 'capacity and resources']"
cc46ac44-d8c4-40f4-9839-e6a163fa86fc,"['political', 'security and defense', 'public opinion', 'morality']"
cd09b039-4ced-41e0-90bc-4190c07eec7d,"['public opinion', 'none']"
cd15001c-3117-4609-93f4-38f1af8172d0,['cultural identity']
cd3346b7-c97f-4eb4-9a76-5d1032d90369,['none']
cd6e12ac-aba8-407f-a93e-9e1d747401fd,['political']
cdd1cd4f-eefa-4ca5-9a6b-1c369a4c1828,['quality of life']
ce3e1694-2232-44c4-911d-6860ea79e2fb,['cultural identity']
cea6d7db-c08d-4bf6-b7ef-9519991758c0,['quality of life']
ceb6025e-07c2-4b4e-8575-7b6c6391623e,"['crime and punishment', 'none']"
ced16478-e9b7-49fc-b652-780a1909265b,"['policy prescription and evaluation', 'economic']"
d01415d1-a0f4-4506-9b0e-261f99032f49,"['political', 'legality_constitutionality_jurisprudence', 'public opinion', 'fairness and equality']"
d03a8e3e-98ea-4d8f-95e8-8136abb9c27a,"['economic', 'security and defense', 'legality_constitutionality_jurisprudence', 'fairness and equality', 'quality of life', 'policy prescription and evaluation', 'morality']"
d0c2db81-09b5-4666-9882-795de50955a0,['security and defense']
d0c42aa6-4545-4692-870d-21fe9e80d08a,['political']
d0cc656f-64c1-4b6a-b602-f53482a09ba6,"['cultural identity', 'none', 'quality of life', 'capacity and resources', 'health and safety']"
d10fb3d9-7ae6-45d3-8699-0aa5f4bb89fa,"['economic', 'quality of life']"
d180e64f-200f-40b3-8413-83b5414a1ecd,['cultural identity']
d20b85d7-c600-43bc-b95b-7021cc5fd09b,"['public opinion', 'health and safety', 'quality of life']"
d2fbef46-25bf-4ddb-9c17-b98965a7b86f,"['health and safety', 'none']"
d35d8c24-b61d-4574-a3dc-3878c5bd7014,"['economic', 'quality of life']"
d372b308-9310-41f0-a78a-acc24b50fa15,"['security and defense', 'capacity and resources', 'health and safety']"
d40947bf-7398-4603-9306-5feffc4c8f6d,"['political', 'none']"
d4397819-2867-4616-b842-9c7dba3c8697,['cultural identity']
d4b200b8-8bc8-4f4a-b453-43cf7eb0232d,"['capacity and resources', 'quality of life']"
d4e99b6c-a8ac-496e-8869-8f80f9c66b7f,"['economic', 'capacity and resources', 'quality of life']"
d51f5f14-174a-4718-8a73-f62281ede53c,['security and defense']
d55827ff-beef-478f-ac69-a930b59ee62c,"['security and defense', 'economic', 'none', 'capacity and resources', 'health and safety']"
d561196e-ef92-4405-99a2-42ec67d0ad1f,"['health and safety', 'none']"
d571291f-7e8a-414c-8a2d-e296e2020ab8,['political']
d5848570-f470-4593-9300-3e52c08765e7,"['political', 'none']"
d5a41441-9ce0-4b82-9240-2e07d7e86ab5,"['none', 'quality of life']"
d68214ca-e8ec-46c8-b8d7-1300f49a2ddf,['none']
d71100c8-85dd-45e4-ae3d-128c1e8ef31e,"['none', 'quality of life', 'crime and punishment', 'health and safety', 'morality']"
d7ffe226-e9c0-4881-a6a1-ad4b38e04089,"['cultural identity', 'political', 'none', 'fairness and equality']"
d83c52a3-a37c-40f2-b6ae-185a1c0d75da,['none']
d86542bf-3d3a-4998-a41a-14508a931337,"['economic', 'none', 'quality of life']"
d86fdb74-d824-426d-a87c-061ee58f5c54,"['economic', 'quality of life']"
d8876aa8-2abe-4aad-9db4-cc92bf9d2f31,"['crime and punishment', 'none', 'quality of life']"
d8ab1b87-6f8d-4508-a557-e3741e0c2b47,['none']
d8e03f91-4584-49cb-83c6-44eaeee5608f,"['political', 'none', 'external regulation and reputation']"
